25,25,65,80,201,158,159,460,450,490,470,465,465,450
25,25,65,80,201,158,159,460,430,490,470,465,465,450
25,25,65,80,201,158,159,440,450,490,470,465,465,450
25,25,65,80,201,158,159,440,430,490,470,465,465,450
25,25,65,80,201,158,139,460,450,490,470,465,465,450
25,25,65,80,201,158,139,460,430,490,470,465,465,450
25,25,65,80,201,158,139,440,450,490,470,465,465,450
25,25,65,80,201,158,139,440,430,490,470,465,465,450
25,25,65,80,201,138,159,460,450,490,470,465,465,450
25,25,65,80,201,138,159,460,430,490,470,465,465,450
25,25,65,80,201,138,159,440,450,490,470,465,465,450
25,25,65,80,201,138,159,440,430,490,470,465,465,450
25,25,65,80,201,138,139,460,450,490,470,465,465,450
25,25,65,80,201,138,139,460,430,490,470,465,465,450
25,25,65,80,201,138,139,440,450,490,470,465,465,450
25,25,65,80,201,138,139,440,430,490,470,465,465,450
25,25,65,80,201,158,159,460,450,490,470,465,445,450
25,25,65,80,201,158,159,460,430,490,470,465,445,450
25,25,65,80,201,158,159,440,450,490,470,465,445,450
25,25,65,80,201,158,159,440,430,490,470,465,445,450
25,25,65,80,201,158,139,460,450,490,470,465,445,450
25,25,65,80,201,158,139,460,430,490,470,465,445,450
25,25,65,80,201,158,139,440,450,490,470,465,445,450
25,25,65,80,201,158,139,440,430,490,470,465,445,450
25,25,65,80,201,138,159,460,450,490,470,465,445,450
25,25,65,80,201,138,159,460,430,490,470,465,445,450
25,25,65,80,201,138,159,440,450,490,470,465,445,450
25,25,65,80,201,138,159,440,430,490,470,465,445,450
25,25,65,80,201,138,139,460,450,490,470,465,445,450
25,25,65,80,201,138,139,460,430,490,470,465,445,450
25,25,65,80,201,138,139,440,450,490,470,465,445,450
25,25,65,80,201,138,139,440,430,490,470,465,445,450
25,25,65,80,201,158,159,460,450,490,470,445,465,450
25,25,65,80,201,158,159,460,430,490,470,445,465,450
25,25,65,80,201,158,159,440,450,490,470,445,465,450
25,25,65,80,201,158,159,440,430,490,470,445,465,450
25,25,65,80,201,158,139,460,450,490,470,445,465,450
25,25,65,80,201,158,139,460,430,490,470,445,465,450
25,25,65,80,201,158,139,440,450,490,470,445,465,450
25,25,65,80,201,158,139,440,430,490,470,445,465,450
25,25,65,80,201,138,159,460,450,490,470,445,465,450
